基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
國內股票開放型一般股票型,統一統信基金,77537493,1.4,0.15,黃嘉斌,男,中興大學法商學院統計系學士,黃嘉斌,12,-10.86,-14.62,1998-04-17,1999-04-28
國內股票開放型一般股票型,統一統信基金,77537493,1.4,0.15,吳萬益,男,輔仁大學經濟系,吳萬益,12,7.54,1.9,1997-04-16,1998-04-16
國內股票開放型一般股票型,統一統信基金,77537493,1.4,0.15,洪永聰,男,中正大學財務金融所碩士臺灣大學工管系學士,洪永聰,2,21.63,14.33,1997-02-13,1997-04-15
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,陳元漢,,台灣大學農業經濟研究所碩士,陳元漢,36,44.52,55.22,2018-08-31,
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,楊自強,男,美國St. Johns大學企管碩士,楊自強,35,73.36,38.66,2015-09-07,2018-08-30
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,謝智偉,男,淡江大學企業管理系學士,謝智偉,23,-4.81,-3.3,2013-10-15,2015-09-06
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,施博元,男,銘傳大學保險系,施博元,13,11.13,11.85,2012-09-03,2013-10-14
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,藍文彥,男,美國Drexel University企管碩士,藍文彥,4,6.79,0.02,2012-05-16,2012-09-02
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,葉泰宏,男,"東吳大學社會學系碩士
中興大學應用數學系學士",葉泰宏,13,-19.6,-14.83,2011-04-01,2012-05-15
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,汪傳政,男,高雄第一科技大學金融所碩士,汪傳政,8,4.27,18.45,2010-07-05,2011-03-31
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,黃旭宏,男,紐約PACE大學 MBA,黃旭宏,39,-27.89,-7.02,2007-04-01,2010-07-04
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,邱俊嘉,男,輔仁大學經濟系,邱俊嘉,16,27.32,28.42,2005-11-30,2007-03-31
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,陳韻如,女,美國匹茲堡大學MBA碩士,陳韻如,5,17.43,-1.8,2005-06-16,2005-11-29
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,黃智亮,男,University of Memphis MBA中原大學化工系學士,黃智亮,24,32.78,24.98,2003-06-23,2005-06-15
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,劉永仁,男,高雄科技大學財務管理研究所,劉永仁,15,-18.92,-16.23,2002-03-18,2003-06-22
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,林彥良,男,政治大學會計系,林彥良,12,17.52,5.47,2001-03-20,2002-03-17
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,陳振鈞,男,"清華大學數學系
政治大學經濟所",陳振鈞,6,-21.93,-23.96,2000-09-01,2001-03-19
國內股票開放型一般股票型,鋒裕匯理阿波羅基金,17597600,1.5,0.15,苗蕙蘭,女,國立政治大學財政研究所碩士,苗蕙蘭,6,-25.3,-23.51,2000-02-15,2000-08-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,姚宗宏,男,國立台北大學 經濟研究所碩士,姚宗宏,42,77.44,55.08,2018-02-01,
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,葉彥廷,男,政治大學財務管理碩士,葉彥廷,4,9.11,4.89,2017-09-01,2018-01-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,劉興唐,男,台北大學企管碩士,劉興唐,19,39.46,34.85,2016-01-28,2017-08-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,林俊宏,男,交通大學 管理科學研究所碩士,林俊宏,5,-7.82,-9.41,2015-08-01,2016-01-27
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,施勝發,男,美國卓克索大學財務研究所碩士,施勝發,18,5.94,0.63,2014-01-01,2015-07-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,楊雅惠,女,美國德州休士頓大學企管碩士,楊雅惠,6,0.57,4.32,2013-06-01,2013-12-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,廖韻瑜,女,政治大學企業管理學系,廖韻瑜,19,14.54,13.95,2011-10-21,2013-05-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,廖偉至,男,英國倫敦城市大學 投資管理碩士,廖偉至,4,-15.71,-19.41,2011-06-01,2011-10-20
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,蔡國安,男,交通大學管理科學研究所碩士,蔡國安,25,49.56,72.5,2009-04-01,2011-05-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,陳翠芝,女,淡江大學經濟學系,陳翠芝,74,2.65,12.63,2003-01-06,2009-03-31
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,黃耀德,男,中山大學企管研究所碩士,黃耀德,5,-2.38,-1.57,2002-08-09,2003-01-05
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,洪華珍,女,美國東密西根大學企管碩士,洪華珍,7,-27.36,-19.6,2002-01-29,2002-08-08
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,陳國清,男,中央大學產業經濟研究所碩士,陳國清,36,71.46,-2.36,1999-01-05,2002-01-28
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,于美芳,女,,于美芳,7,-6.65,-16.45,1998-06-29,1999-01-04
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,陸怡棻,女,北卡羅萊納大學經濟研究所碩士,陸怡棻,25,120.89,34.0,1996-05-23,1998-06-28
國內股票開放型一般股票型,瀚亞外銷基金,92012572,4.0,0.15,程其芸,女,,程其芸,14,-21.08,-11.4,1995-03-27,1996-05-22
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,陳思銘,男,田納西州大學企研所,陳思銘,9,65.67,37.25,2020-11-01,
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,張亞瑋,,朝陽科技大學財務金融系碩士,張亞瑋,2,-9.14,-2.84,2020-08-07,2020-10-30
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,楊遠瀚,男,美國維吉尼亞理工學院MBA碩士,楊遠瀚,7,11.71,7.64,2020-01-01,2020-08-06
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,林佳興,男,中興大學 財務金融研究所,林佳興,1,5.11,5.62,2019-11-01,2019-12-31
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,楊遠瀚,男,美國維吉尼亞理工學院MBA碩士,楊遠瀚,16,5.0,3.13,2018-06-15,2019-10-31
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,顧克勤,男,美國長島大學企業管理碩士,顧克勤,11,17.47,5.95,2017-07-01,2018-06-14
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,趙憲成,男,國立台灣大學 財務金融所,趙憲成,49,35.89,28.43,2013-05-01,2017-06-30
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,林一弘,男,輔仁大學電子工程學系,林一弘,22,4.15,-9.96,2011-06-01,2013-04-30
國內股票開放型一般股票型,日盛MIT主流基金,26273336,1.5,0.15,張島郎,男,政治大學經濟系,張島郎,6,-1.3,8.14,2010-11-26,2011-05-31
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,陳思銘,男,田納西州大學企研所,陳思銘,9,58.59,37.25,2020-11-01,
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,林佳興,男,中興大學 財務金融研究所,林佳興,39,41.23,20.7,2017-07-01,2020-10-30
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,顧克勤,男,美國長島大學企業管理碩士,顧克勤,12,12.5,21.79,2016-06-01,2017-06-30
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,陳奕豪,男,國立台灣大學國際企業研究所,陳奕豪,2,2.11,-2.28,2016-03-18,2016-05-31
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,林佳興,男,中興大學 財務金融研究所,林佳興,46,47.64,22.14,2012-05-21,2016-03-17
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,林界政,男,台灣大學財務金融學研究所,林界政,34,13.88,4.38,2009-07-18,2012-05-20
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,陳偉康,男,政治大學企業管理研究所碩士,陳偉康,25,-15.59,-17.47,2007-06-11,2009-07-17
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,鄭智文,男,台大財務金融所碩士,鄭智文,5,9.5,6.65,2007-01-16,2007-06-10
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,沈建宏,男,台灣大學財務金融研究所碩士,沈建宏,10,15.02,19.4,2006-03-16,2007-01-15
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,謝青良,男,中正大學財金所碩士,謝青良,45,106.44,14.85,2002-06-01,2006-03-15
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,柯淑華,女,淡江大學經濟學系,柯淑華,15,-2.99,-2.93,2001-02-12,2002-05-31
國內股票開放型一般股票型,日盛精選五虎基金,17147078,1.5,0.15,呂金源,男,輔仁大學經濟學研究所,呂金源,15,-23.5,-24.01,1999-11-17,2001-02-11
國內股票開放型一般股票型,兆豐國際豐台灣基金,10341837,2.0,0.15,許鈞雄,男,銘傳大學財務金融學系研究所碩士,許鈞雄,5,16.36,5.61,2021-03-29,
國內股票開放型一般股票型,兆豐國際豐台灣基金,10341837,2.0,0.15,詹佩玲,女,台灣科技大學企管系,詹佩玲,31,54.74,52.52,2018-08-20,2021-03-28
國內股票開放型一般股票型,兆豐國際豐台灣基金,10341837,2.0,0.15,李憲彥,男,國立中央大學企業管理碩士,李憲彥,107,120.2,56.62,2009-09-01,2018-08-19
國內股票開放型一般股票型,兆豐國際豐台灣基金,10341837,2.0,0.15,陳駿賢,男,中興大學企業管理研究所,陳駿賢,12,50.5,-1.24,2008-08-22,2009-08-31
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,錢素惠,女,淡江大學財務金融系,錢素惠,55,171.06,86.09,2017-01-01,
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,范淑芬,女,美國國際大學企管碩士,范淑芬,21,3.42,-3.83,2015-03-01,2016-12-31
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,錢素惠,女,淡江大學財務金融系,錢素惠,112,112.62,58.21,2005-10-11,2015-02-28
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,董永寬,男,政治大學統計研究所,董永寬,26,28.31,14.36,2003-08-01,2005-10-10
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,鍾翠芬,女,台灣大學國際企業研究所碩士,鍾翠芬,4,17.44,20.94,2003-03-06,2003-07-31
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,錢素惠,女,淡江大學財務金融系,錢素惠,69,-3.52,-46.51,1997-06-12,2003-03-05
國內股票開放型一般股票型,統一龍馬基金,92012762,1.4,0.14,吳麗安,女,台灣大學財務金融系,吳麗安,26,77.75,26.17,1995-04-08,1997-06-11
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,王耀龍,男,國立中央大學光電工程科學所碩士,王耀龍,40,104.12,57.7,2018-04-01,
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳煌仁,男,國立臺灣大學化學工程系所碩士,陳煌仁,22,64.46,35.35,2016-05-17,2018-03-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳明勛,男,淡江大學管理科學研究所碩士,陳明勛,4,-4.24,-3.24,2016-01-01,2016-05-16
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳建宗,男,國立政治大學國際貿易系,陳建宗,11,-7.91,-10.41,2015-01-01,2015-12-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,張雅琇,女,交通大學 工業工程與管理學所碩士,張雅琇,3,-2.46,-1.37,2014-09-01,2014-12-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳建宗,男,國立政治大學國際貿易系,陳建宗,3,5.98,5.88,2014-05-07,2014-08-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,鄭亦婷,女,美國霍普金斯大學財務管理所,鄭亦婷,15,23.7,13.53,2013-02-01,2014-05-06
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳煌仁,男,國立臺灣大學化學工程系所碩士,陳煌仁,13,15.9,13.83,2011-12-14,2013-01-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,蕭棋文,男,國立中正大學 會研所,蕭棋文,9,-21.14,-16.25,2011-03-16,2011-12-13
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳煌仁,男,國立臺灣大學化學工程系所碩士,陳煌仁,17,24.26,9.66,2009-10-01,2011-03-15
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,謝志英,女,雲林科技大學企業管理系,謝志英,5,46.48,29.87,2009-04-13,2009-09-30
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,陳同力,男,紐約市立大學財務投資研究所碩士,陳同力,5,26.46,41.37,2008-11-21,2009-04-12
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,趙憲成,男,國立台灣大學 財務金融所,趙憲成,15,-65.69,-55.96,2007-08-01,2008-11-20
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,蔡昀達,男,中正大學 財務金融所碩士,蔡昀達,12,57.47,38.52,2006-07-01,2007-07-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,謝文雄,男,政治大學國際貿易研究所碩士,謝文雄,1,-10.48,-5.17,2006-05-17,2006-06-30
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,王耀宗,男,中原大學電子工程系學士,王耀宗,32,49.52,25.11,2003-09-01,2006-05-16
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,董士德,男,中山大學財務管理研究所碩士,董士德,1,3.07,5.9,2003-07-15,2003-08-31
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,顏榮宏,男,中央大學財務金融研究所,顏榮宏,3,13.74,17.52,2003-04-08,2003-07-14
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,葉慶銓,男,University of Houston MBA,葉慶銓,25,-21.53,-21.11,2001-03-23,2003-04-07
國內股票開放型一般股票型,群益長安基金,81591434,3.0,0.15,李必勤,男,加州大學洛杉磯分校管理博士,李必勤,37,13.2,-36.17,1998-02-19,2001-03-22
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,周書玄,男,交通大學管理科學所交通大學電子物理系,周書玄,19,77.79,42.19,2020-01-06,
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,林彥豪,男,國立臺灣大學經濟所碩士,林彥豪,5,11.63,16.14,2019-08-15,2020-01-05
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,周書玄,男,交通大學管理科學所交通大學電子物理系,周書玄,66,54.49,23.22,2014-02-01,2019-08-14
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,黃世洽,男,美國華盛頓州州立大學企管碩士,黃世洽,32,-1.68,-6.04,2011-05-16,2014-01-31
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,楊金峰,男,國立台灣大學國際企業系學士,楊金峰,45,69.49,56.91,2008-11-10,2012-08-12
國內股票開放型一般股票型,富蘭克林華美第一富基金,15733973,3.0,0.15,諶言,男,哥倫比亞大學電子工程及作業研究所,諶言,101,160.72,98.06,2002-12-29,2011-05-15
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,陳思銘,男,田納西州大學企研所,陳思銘,5,23.06,5.97,2021-03-16,
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,張亞瑋,,朝陽科技大學財務金融系碩士,張亞瑋,13,43.01,39.93,2020-02-10,2021-03-15
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,陳奕豪,男,國立台灣大學國際企業研究所,陳奕豪,48,99.28,42.57,2016-02-01,2020-02-09
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,施生元,男,元智大學 管理研究所,施生元,11,-8.94,-13.8,2015-02-04,2016-01-31
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,蔡昀達,男,中正大學 財務金融所碩士,蔡昀達,33,27.98,32.13,2012-05-21,2015-02-03
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,林界政,男,台灣大學財務金融學研究所,林界政,9,-24.14,-17.27,2011-08-01,2012-05-20
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,林宏達,男,文化大學經濟系學士,林宏達,11,-6.5,11.39,2010-08-02,2011-07-31
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,周榮正,男,逢甲大學統計系學士成功大學交管碩士,周榮正,10,-0.88,2.85,2009-10-02,2010-08-01
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,陳俊穎,男,交通大學管理科學研究所,陳俊穎,7,18.17,52.07,2009-03-23,2009-10-01
國內股票開放型一般股票型,日盛上選基金-A類型,81584975A,1.5,0.15,李佳欣,男,國立中山大學企管碩士,李佳欣,35,-17.46,-24.98,2006-04-03,2009-03-22
